"Prob","truePositive","falsePositive","species","Model"
0.808647776800094,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.817836956081913,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.827026135363733,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.836215314645552,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.845404493927371,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.85459367320919,0.00775193798449612,0.00116414435389988,"All","ElasticNet"
0.86378285249101,0,0.00116414435389988,"All","ElasticNet"
0.872972031772829,0,0.00116414435389988,"All","ElasticNet"
0.882161211054648,0,0.00116414435389988,"All","ElasticNet"
0.891350390336467,0,0.00116414435389988,"All","ElasticNet"
0.900539569618287,0,0.00116414435389988,"All","ElasticNet"
0.909728748900106,0,0.00116414435389988,"All","ElasticNet"
0,1,1,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.00731513493374057,0.954545454545455,0.629067245119306,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0146302698674811,0.909090909090909,0.517353579175705,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0219454048012217,0.863636363636364,0.447939262472885,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0292605397349623,0.833333333333333,0.386117136659436,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0365756746687028,0.818181818181818,0.336225596529284,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0438908096024434,0.818181818181818,0.314533622559653,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.051205944536184,0.772727272727273,0.287418655097614,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0585210794699245,0.757575757575758,0.246203904555315,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0658362144036651,0.757575757575758,0.223427331887202,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0731513493374057,0.742424242424242,0.203904555314534,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0804664842711462,0.712121212121212,0.191973969631236,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0877816192048868,0.696969696969697,0.180043383947939,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.0950967541386274,0.681818181818182,0.171366594360087,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.102411889072368,0.666666666666667,0.160520607375271,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.109727024006108,0.651515151515151,0.148590021691974,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.117042158939849,0.621212121212121,0.136659436008677,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.12435729387359,0.606060606060606,0.127982646420824,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.13167242880733,0.590909090909091,0.116052060737527,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.138987563741071,0.575757575757576,0.109544468546638,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.146302698674811,0.575757575757576,0.106290672451193,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.153617833608552,0.545454545454545,0.103036876355748,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.160932968542292,0.53030303030303,0.0943600867678959,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.168248103476033,0.515151515151515,0.0889370932754881,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.175563238409774,0.515151515151515,0.0845986984815618,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.182878373343514,0.5,0.079175704989154,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.190193508277255,0.5,0.0759219088937093,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.197508643210995,0.5,0.0726681127982646,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.204823778144736,0.484848484848485,0.0650759219088937,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.212138913078476,0.484848484848485,0.0629067245119306,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.219454048012217,0.46969696969697,0.0563991323210412,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.226769182945958,0.46969696969697,0.0498915401301518,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.234084317879698,0.454545454545455,0.0488069414316703,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.241399452813439,0.439393939393939,0.044468546637744,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.248714587747179,0.424242424242424,0.0401301518438178,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.25602972268092,0.393939393939394,0.0390455531453362,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.26334485761466,0.393939393939394,0.0368763557483731,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.270659992548401,0.393939393939394,0.03470715835141,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.277975127482141,0.393939393939394,0.0336225596529284,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.285290262415882,0.393939393939394,0.0303687635574837,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.292605397349623,0.378787878787879,0.0281995661605206,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.299920532283363,0.378787878787879,0.027114967462039,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.307235667217104,0.363636363636364,0.027114967462039,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.314550802150844,0.363636363636364,0.0260303687635575,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.321865937084585,0.348484848484849,0.0249457700650759,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.329181072018325,0.348484848484849,0.0238611713665944,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.336496206952066,0.333333333333333,0.0206073752711497,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.343811341885807,0.318181818181818,0.0206073752711497,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.351126476819547,0.287878787878788,0.0195227765726681,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.358441611753288,0.272727272727273,0.0162689804772234,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.365756746687028,0.272727272727273,0.0151843817787419,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.373071881620769,0.257575757575758,0.0151843817787419,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.380387016554509,0.257575757575758,0.0140997830802603,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.38770215148825,0.257575757575758,0.0119305856832972,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.395017286421991,0.242424242424242,0.0108459869848156,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.402332421355731,0.212121212121212,0.0108459869848156,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.409647556289472,0.212121212121212,0.0108459869848156,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.416962691223212,0.212121212121212,0.00976138828633406,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.424277826156953,0.196969696969697,0.00976138828633406,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.431592961090693,0.196969696969697,0.00867678958785249,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.438908096024434,0.166666666666667,0.00867678958785249,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.446223230958175,0.136363636363636,0.00867678958785249,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.453538365891915,0.121212121212121,0.00867678958785249,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.460853500825656,0.121212121212121,0.00759219088937093,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.468168635759396,0.121212121212121,0.00759219088937093,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.475483770693137,0.106060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.482798905626877,0.0757575757575758,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.490114040560618,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.497429175494358,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.504744310428099,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.51205944536184,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.51937458029558,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.526689715229321,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.534004850163061,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.541319985096802,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.548635120030542,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.555950254964283,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.563265389898024,0.0606060606060606,0.00542299349240781,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.570580524831764,0.0606060606060606,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.577895659765505,0.0606060606060606,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.585210794699245,0.0454545454545455,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.592525929632986,0.0303030303030303,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.599841064566726,0.0303030303030303,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.607156199500467,0.0303030303030303,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.614471334434208,0.0151515151515152,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.621786469367948,0.0151515151515152,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.629101604301689,0.0151515151515152,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.636416739235429,0.0151515151515152,0.00433839479392625,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.64373187416917,0.0151515151515152,0.00325379609544469,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.65104700910291,0.0151515151515152,0.00325379609544469,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.658362144036651,0.0151515151515152,0.00325379609544469,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.665677278970392,0.0151515151515152,0.00325379609544469,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.672992413904132,0,0.00325379609544469,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.680307548837873,0,0.00216919739696312,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.687622683771613,0,0.00216919739696312,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.694937818705354,0,0.00216919739696312,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.702252953639094,0,0.00216919739696312,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.709568088572835,0,0.00216919739696312,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.716883223506575,0,0.00108459869848156,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0.724198358440316,0,0.00108459869848156,"LABO_KLM_ERBAKelly_ERBA_","ElasticNet"
0,1,1,"LACI_KLM_HOBA","ElasticNet"
0.00867072962192541,0.785714285714286,0.176041666666667,"LACI_KLM_HOBA","ElasticNet"
0.0173414592438508,0.678571428571429,0.128125,"LACI_KLM_HOBA","ElasticNet"
0.0260121888657762,0.642857142857143,0.111458333333333,"LACI_KLM_HOBA","ElasticNet"
0.0346829184877017,0.642857142857143,0.09375,"LACI_KLM_HOBA","ElasticNet"
0.0433536481096271,0.607142857142857,0.0833333333333333,"LACI_KLM_HOBA","ElasticNet"
0.0520243777315525,0.607142857142857,0.0708333333333333,"LACI_KLM_HOBA","ElasticNet"
0.0606951073534779,0.571428571428571,0.0645833333333333,"LACI_KLM_HOBA","ElasticNet"
0.0693658369754033,0.535714285714286,0.0604166666666667,"LACI_KLM_HOBA","ElasticNet"
0.0780365665973287,0.535714285714286,0.0583333333333333,"LACI_KLM_HOBA","ElasticNet"
0.0867072962192541,0.535714285714286,0.05625,"LACI_KLM_HOBA","ElasticNet"
0.0953780258411796,0.535714285714286,0.0510416666666667,"LACI_KLM_HOBA","ElasticNet"
0.104048755463105,0.535714285714286,0.0458333333333333,"LACI_KLM_HOBA","ElasticNet"
0.11271948508503,0.5,0.04375,"LACI_KLM_HOBA","ElasticNet"
0.121390214706956,0.5,0.040625,"LACI_KLM_HOBA","ElasticNet"
0.130060944328881,0.5,0.0395833333333333,"LACI_KLM_HOBA","ElasticNet"
0.138731673950807,0.464285714285714,0.0385416666666667,"LACI_KLM_HOBA","ElasticNet"
0.147402403572732,0.464285714285714,0.0364583333333333,"LACI_KLM_HOBA","ElasticNet"
0.156073133194657,0.464285714285714,0.0354166666666667,"LACI_KLM_HOBA","ElasticNet"
0.164743862816583,0.464285714285714,0.034375,"LACI_KLM_HOBA","ElasticNet"
0.173414592438508,0.464285714285714,0.0322916666666667,"LACI_KLM_HOBA","ElasticNet"
0.182085322060434,0.464285714285714,0.0322916666666667,"LACI_KLM_HOBA","ElasticNet"
0.190756051682359,0.464285714285714,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.199426781304285,0.428571428571429,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.20809751092621,0.428571428571429,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.216768240548135,0.428571428571429,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.225438970170061,0.428571428571429,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.234109699791986,0.428571428571429,0.0291666666666667,"LACI_KLM_HOBA","ElasticNet"
0.242780429413912,0.428571428571429,0.028125,"LACI_KLM_HOBA","ElasticNet"
0.251451159035837,0.428571428571429,0.0270833333333333,"LACI_KLM_HOBA","ElasticNet"
0.260121888657762,0.428571428571429,0.0270833333333333,"LACI_KLM_HOBA","ElasticNet"
0.268792618279688,0.428571428571429,0.0270833333333333,"LACI_KLM_HOBA","ElasticNet"
0.277463347901613,0.392857142857143,0.0270833333333333,"LACI_KLM_HOBA","ElasticNet"
0.286134077523539,0.357142857142857,0.0260416666666667,"LACI_KLM_HOBA","ElasticNet"
0.294804807145464,0.357142857142857,0.0260416666666667,"LACI_KLM_HOBA","ElasticNet"
0.303475536767389,0.357142857142857,0.0260416666666667,"LACI_KLM_HOBA","ElasticNet"
0.312146266389315,0.357142857142857,0.0260416666666667,"LACI_KLM_HOBA","ElasticNet"
0.32081699601124,0.321428571428571,0.0260416666666667,"LACI_KLM_HOBA","ElasticNet"
0.329487725633166,0.321428571428571,0.0239583333333333,"LACI_KLM_HOBA","ElasticNet"
0.338158455255091,0.321428571428571,0.0239583333333333,"LACI_KLM_HOBA","ElasticNet"
0.346829184877017,0.285714285714286,0.021875,"LACI_KLM_HOBA","ElasticNet"
0.355499914498942,0.285714285714286,0.021875,"LACI_KLM_HOBA","ElasticNet"
0.364170644120867,0.285714285714286,0.021875,"LACI_KLM_HOBA","ElasticNet"
0.372841373742793,0.285714285714286,0.0208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.381512103364718,0.285714285714286,0.0208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.390182832986644,0.285714285714286,0.0208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.398853562608569,0.285714285714286,0.0197916666666667,"LACI_KLM_HOBA","ElasticNet"
0.407524292230494,0.285714285714286,0.0177083333333333,"LACI_KLM_HOBA","ElasticNet"
0.41619502185242,0.285714285714286,0.0166666666666667,"LACI_KLM_HOBA","ElasticNet"
0.424865751474345,0.285714285714286,0.0166666666666667,"LACI_KLM_HOBA","ElasticNet"
0.433536481096271,0.25,0.015625,"LACI_KLM_HOBA","ElasticNet"
0.442207210718196,0.25,0.015625,"LACI_KLM_HOBA","ElasticNet"
0.450877940340122,0.25,0.015625,"LACI_KLM_HOBA","ElasticNet"
0.459548669962047,0.214285714285714,0.015625,"LACI_KLM_HOBA","ElasticNet"
0.468219399583972,0.214285714285714,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.476890129205898,0.214285714285714,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.485560858827823,0.178571428571429,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.494231588449749,0.178571428571429,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.502902318071674,0.142857142857143,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.511573047693599,0.142857142857143,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.520243777315525,0.142857142857143,0.0145833333333333,"LACI_KLM_HOBA","ElasticNet"
0.52891450693745,0.142857142857143,0.0125,"LACI_KLM_HOBA","ElasticNet"
0.537585236559376,0.142857142857143,0.0125,"LACI_KLM_HOBA","ElasticNet"
0.546255966181301,0.142857142857143,0.0125,"LACI_KLM_HOBA","ElasticNet"
0.554926695803227,0.142857142857143,0.0125,"LACI_KLM_HOBA","ElasticNet"
0.563597425425152,0.142857142857143,0.0114583333333333,"LACI_KLM_HOBA","ElasticNet"
0.572268155047077,0.142857142857143,0.0104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.580938884669003,0.142857142857143,0.009375,"LACI_KLM_HOBA","ElasticNet"
0.589609614290928,0.142857142857143,0.009375,"LACI_KLM_HOBA","ElasticNet"
0.598280343912854,0.142857142857143,0.00833333333333333,"LACI_KLM_HOBA","ElasticNet"
0.606951073534779,0.107142857142857,0.00833333333333333,"LACI_KLM_HOBA","ElasticNet"
0.615621803156704,0.107142857142857,0.00729166666666667,"LACI_KLM_HOBA","ElasticNet"
0.62429253277863,0.107142857142857,0.00729166666666667,"LACI_KLM_HOBA","ElasticNet"
0.632963262400555,0.107142857142857,0.00520833333333333,"LACI_KLM_HOBA","ElasticNet"
0.641633992022481,0.107142857142857,0.00416666666666667,"LACI_KLM_HOBA","ElasticNet"
0.650304721644406,0.107142857142857,0.00416666666666667,"LACI_KLM_HOBA","ElasticNet"
0.658975451266332,0.107142857142857,0.00416666666666667,"LACI_KLM_HOBA","ElasticNet"
0.667646180888257,0.107142857142857,0.003125,"LACI_KLM_HOBA","ElasticNet"
0.676316910510182,0.107142857142857,0.003125,"LACI_KLM_HOBA","ElasticNet"
0.684987640132108,0.107142857142857,0.003125,"LACI_KLM_HOBA","ElasticNet"
0.693658369754033,0.107142857142857,0.003125,"LACI_KLM_HOBA","ElasticNet"
0.702329099375959,0.107142857142857,0.003125,"LACI_KLM_HOBA","ElasticNet"
0.710999828997884,0.107142857142857,0.00208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.719670558619809,0.0714285714285714,0.00208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.728341288241735,0.0714285714285714,0.00208333333333333,"LACI_KLM_HOBA","ElasticNet"
0.73701201786366,0.0714285714285714,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.745682747485586,0.0714285714285714,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.754353477107511,0.0714285714285714,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.763024206729436,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.771694936351362,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.780365665973287,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.789036395595213,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.797707125217138,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.806377854839064,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.815048584460989,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.823719314082914,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.83239004370484,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.841060773326765,0.0357142857142857,0.00104166666666667,"LACI_KLM_HOBA","ElasticNet"
0.849731502948691,0.0357142857142857,0,"LACI_KLM_HOBA","ElasticNet"
0.858402232570616,0.0357142857142857,0,"LACI_KLM_HOBA","ElasticNet"
0,1,1,"LANO_KLM_SHBA","ElasticNet"
0.00941125690047839,1,0.981277533039648,"LANO_KLM_SHBA","ElasticNet"
0.0188225138009568,1,0.879955947136564,"LANO_KLM_SHBA","ElasticNet"
0.0282337707014352,0.925925925925926,0.777533039647577,"LANO_KLM_SHBA","ElasticNet"
0.0376450276019136,0.888888888888889,0.685022026431718,"LANO_KLM_SHBA","ElasticNet"
0.047056284502392,0.790123456790123,0.598017621145374,"LANO_KLM_SHBA","ElasticNet"
