estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
AdaBoostClassifier,0.6181818181818182,0.7134412028034431,0.748768472906404,0.036683255120692995,,16,0.001,,,,,,,,,,,
SGDClassifier,0.6650943396226415,0.7041452979777935,0.7342342342342343,0.018033803148492948,,,,,,,,,,,0.5,0.1,hinge,elasticnet
SGDClassifier,0.5999999999999999,0.6432759014005078,0.6750629722921914,0.027480424207452343,,,,,,,,,,,0.5,0.1,log,elasticnet
SGDClassifier,0.0,0.6001216495772621,0.6678899082568807,0.20004313090150513,,,,,,,,,,,1,0.1,hinge,l1
SGDClassifier,0.0,0.4783075579758599,0.6991869918699186,0.3133210005201178,,,,,,,,,,,1,0.1,hinge,elasticnet
SGDClassifier,0.0,0.4669108652635366,0.6678899082568807,0.30566624287344185,,,,,,,,,,,0.5,0.9,hinge,l1
SGDClassifier,0.0,0.46666599208490733,0.6678899082568807,0.30550607677104746,,,,,,,,,,,0.5,1,hinge,elasticnet
SGDClassifier,0.0,0.46654366792588586,0.6678899082568807,0.3054257168612273,,,,,,,,,,,1,0.7,hinge,elasticnet
AdaBoostClassifier,0.3790087463556851,0.45214127603845783,0.5077720207253885,0.03660802533367293,,32,3,,,,,,,,,,,
AdaBoostClassifier,0.3790087463556851,0.45214127603845783,0.5077720207253885,0.03660802533367293,,16,3,,,,,,,,,,,
AdaBoostClassifier,0.3790087463556851,0.45214127603845783,0.5077720207253885,0.03660802533367293,,128,3,,,,,,,,,,,
SGDClassifier,0.0,0.40062977991217696,0.6705202312138728,0.32711502065534537,,,,,,,,,,,0.5,0.7,hinge,l1
SGDClassifier,0.0,0.4001218744378486,0.6678899082568807,0.32669925126133126,,,,,,,,,,,0.5,0.9,hinge,elasticnet
SGDClassifier,0.0,0.4001218744378486,0.6678899082568807,0.3266992512613313,,,,,,,,,,,1,0.9,hinge,l1
SGDClassifier,0.0,0.39999955027882705,0.6678899082568807,0.3265991831655645,,,,,,,,,,,0.5,1,log,elasticnet
SGDClassifier,0.0,0.39999955027882705,0.6678899082568807,0.3265991831655645,,,,,,,,,,,1,0.5,log,elasticnet
SGDClassifier,0.0,0.3998770012592192,0.6678899082568807,0.32649931396776904,,,,,,,,,,,1,0.9,hinge,elasticnet
SGDClassifier,0.0,0.3998770012592192,0.6678899082568807,0.3264993139677691,,,,,,,,,,,1,0.9,log,elasticnet
SGDClassifier,0.0,0.3998770012592192,0.6678899082568807,0.3264993139677691,,,,,,,,,,,1,0.95,hinge,elasticnet
SGDClassifier,0.0,0.39963212808059,0.6678899082568807,0.3262990703976737,,,,,,,,,,,1,0.5,log,l1
SGDClassifier,0.0,0.39963212808059,0.6678899082568807,0.3262990703976737,,,,,,,,,,,1,0.99,hinge,l1
SGDClassifier,0.0,0.3335777567907897,0.6678899082568807,0.3335784756523427,,,,,,,,,,,1,0.99,log,l1
SGDClassifier,0.0,0.33345520777118187,0.6678899082568807,0.33345628670667676,,,,,,,,,,,1,0.7,log,elasticnet
SGDClassifier,0.0,0.3333328836121604,0.6678899082568807,0.3333337830554163,,,,,,,,,,,0.5,0.7,log,elasticnet
SGDClassifier,0.0,0.3333328836121604,0.6678899082568807,0.3333337830554163,,,,,,,,,,,0.5,1,hinge,l1
SGDClassifier,0.0,0.33321055945313904,0.6678899082568807,0.33321118946017636,,,,,,,,,,,1,1,hinge,elasticnet
SGDClassifier,0.0,0.33321055945313904,0.6678899082568807,0.33321118946017636,,,,,,,,,,,1,0.99,hinge,elasticnet
SGDClassifier,0.0,0.33321055945313904,0.6678899082568807,0.33321118946017636,,,,,,,,,,,0.5,0.7,log,l1
SGDClassifier,0.0,0.33321033459255256,0.6678899082568807,0.3332114143209446,,,,,,,,,,,1,0.1,log,l1
SGDClassifier,0.0,0.33321033459255256,0.6678899082568807,0.3332114143209446,,,,,,,,,,,0.5,0.5,hinge,elasticnet
SGDClassifier,0.0,0.33308801043353115,0.6678899082568807,0.3330887306826558,,,,,,,,,,,0.5,0.99,log,elasticnet
SGDClassifier,0.0,0.33308801043353115,0.6678899082568807,0.3330887306826558,,,,,,,,,,,1,0.5,hinge,l1
SGDClassifier,0.0,0.33308801043353115,0.6678899082568807,0.3330887306826558,,,,,,,,,,,1,0.95,log,elasticnet
SGDClassifier,0.0,0.33308801043353115,0.6678899082568807,0.3330887306826558,,,,,,,,,,,1,0.99,log,elasticnet
SGDClassifier,0.0,0.33296546141392336,0.6678899082568807,0.3329661817626165,,,,,,,,,,,0.5,0.5,log,l1
SGDClassifier,0.0,0.26715596330275226,0.6678899082568807,0.32719789591672543,,,,,,,,,,,1,0.95,log,l1
SGDClassifier,0.0,0.2667887659651016,0.6678899082568807,0.32674880358433694,,,,,,,,,,,0.5,0.7,hinge,elasticnet
SGDClassifier,0.0,0.2666664418060802,0.6678899082568807,0.32659881596963547,,,,,,,,,,,1,1,hinge,l1
SGDClassifier,0.0,0.2666664418060802,0.6678899082568807,0.32659881596963547,,,,,,,,,,,0.5,0.9,log,elasticnet
SGDClassifier,0.0,0.26666621694549375,0.6678899082568807,0.3265989995679225,,,,,,,,,,,1,0.9,log,l1
SGDClassifier,0.0,0.2665438927864724,0.6678899082568807,0.32644889720495074,,,,,,,,,,,0.5,0.95,log,elasticnet
SGDClassifier,0.0,0.2665438927864724,0.6678899082568807,0.32644889720495074,,,,,,,,,,,1,0.7,hinge,l1
SGDClassifier,0.0,0.2665438927864724,0.6678899082568807,0.32644889720495074,,,,,,,,,,,0.5,0.95,hinge,elasticnet
SGDClassifier,0.0,0.2665438927864724,0.6678899082568807,0.32644889720495074,,,,,,,,,,,0.5,0.99,hinge,l1
SGDClassifier,0.0,0.2665438927864724,0.6678899082568807,0.32644889720495074,,,,,,,,,,,1,0.5,hinge,elasticnet
SGDClassifier,0.0,0.266421568627451,0.6666666666666666,0.32629867993525413,,,,,,,,,,,0.5,1,log,l1
SGDClassifier,0.0,0.2662990196078431,0.6666666666666666,0.3261485311987687,,,,,,,,,,,0.5,0.9,log,l1
SGDClassifier,0.0,0.2002446483180428,0.6678899082568807,0.30587891587146815,,,,,,,,,,,1,0.95,hinge,l1
SGDClassifier,0.0,0.2002446483180428,0.6678899082568807,0.30587891587146815,,,,,,,,,,,0.5,0.99,hinge,elasticnet
SGDClassifier,0.0,0.20012209929843494,0.6678899082568807,0.30569220993823226,,,,,,,,,,,0.5,0.95,log,l1
SGDClassifier,0.0,0.20012209929843494,0.6678899082568807,0.30569220993823226,,,,,,,,,,,0.5,0.5,log,elasticnet
SGDClassifier,0.0,0.20012209929843494,0.6678899082568807,0.30569220993823226,,,,,,,,,,,1,1,log,elasticnet
SGDClassifier,0.0,0.20012209929843494,0.6678899082568807,0.30569220993823226,,,,,,,,,,,0.5,0.95,hinge,l1
SGDClassifier,0.0,0.19999977513941353,0.6678899082568807,0.3055051935369069,,,,,,,,,,,0.5,0.1,log,l1
SGDClassifier,0.0,0.19999977513941353,0.6678899082568807,0.3055051935369069,,,,,,,,,,,0.5,0.5,hinge,l1
SGDClassifier,0.0,0.1998772261198057,0.6678899082568807,0.3053181607803614,,,,,,,,,,,0.5,0.99,log,l1
SGDClassifier,0.0,0.1998772261198057,0.6678899082568807,0.3053181607803614,,,,,,,,,,,1,0.7,log,l1
SGDClassifier,0.0,0.1998772261198057,0.6678899082568807,0.3053181607803614,,,,,,,,,,,1,0.1,log,elasticnet
SGDClassifier,0.0,0.19975490196078433,0.6666666666666666,0.30513081695494804,,,,,,,,,,,0.5,0.1,hinge,l1
SGDClassifier,0.0,0.13345565749235472,0.6678899082568807,0.2669114551360922,,,,,,,,,,,1,1,log,l1
