estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
RandomForestClassifier,0.5714285714285715,0.8230869130869131,1.0,0.14441432272058494,12,16,,,,,,,,,,,,
SGDClassifier,0.7058823529411764,0.8218919315978139,0.923076923076923,0.08750118672000373,,,,,,,,,,,0.01,0.95,log,elasticnet
RandomForestClassifier,0.33333333333333337,0.8214996114996115,1.0,0.19102853851968157,20,16,,,,,,,,,,,,
SGDClassifier,0.7142857142857143,0.8213536463536464,1.0,0.10259660312598581,,,,,,,,,,,0.01,0.7,hinge,elasticnet
SGDClassifier,0.5714285714285715,0.8204739704739705,0.923076923076923,0.10882504335937926,,,,,,,,,,,0.01,0.7,log,elasticnet
SGDClassifier,0.7058823529411764,0.8202951950010775,1.0,0.08518052163015617,,,,,,,,,,,0.01,0.5,hinge,l1
XGB,0.33333333333333337,0.818958818958819,1.0,0.18579053710822527,12,,0.1,,0.1,,,,,,,,,
XGB,0.33333333333333337,0.818958818958819,1.0,0.18579053710822527,20,,0.1,,0.1,,,,,,,,,
XGB,0.33333333333333337,0.818958818958819,1.0,0.18579053710822527,6,,0.1,,0.1,,,,,,,,,
SGDClassifier,0.7058823529411764,0.816918571624454,0.923076923076923,0.06998565136067875,,,,,,,,,,,0.01,0.99,log,l1
GradientBoostingClassifier,0.6,0.8155111555111555,1.0,0.12986280092369665,,16,1,,,,,,,,,,,
XGB,0.33333333333333337,0.8144133644133644,1.0,0.19556710170927724,3,,1,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,3,,0.1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,12,,0.1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,6,,0.1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,6,,0.1,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,12,,0.1,,0,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,6,,0.1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,12,,0.1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,20,,0.1,,0.01,,,,,,,,,
XGB,0.33333333333333337,0.8128982128982128,1.0,0.1896313496161738,20,,0.1,,0.001,,,,,,,,,
