estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
XGB,0.6950354609929079,0.9525198198417326,0.9945945945945946,0.08603151669804347,6,,1,,0.01,,,,,,,,,
XGB,0.7935483870967743,0.9524194954041235,0.9866666666666666,0.05393311342059333,3,,0.05,,0,,,,,,,,,
XGB,0.7935483870967743,0.9524194954041235,0.9866666666666666,0.05393311342059333,3,,0.05,,0.001,,,,,,,,,
XGB,0.7935483870967743,0.9524194954041235,0.9866666666666666,0.05393311342059333,3,,0.05,,0.01,,,,,,,,,
XGB,0.7935483870967743,0.9524005150622938,0.9866666666666666,0.05395545149098525,3,,0.05,,0.1,,,,,,,,,
XGB,0.7948717948717949,0.9523238081953238,0.9865951742627347,0.05373220208333597,3,,0.05,,0.5,,,,,,,,,
GradientBoostingClassifier,0.7087719298245615,0.9522839646208524,0.9973045822102425,0.0816935008205748,,128,0.05,,,,,,,,,,,
XGB,0.7197231833910035,0.951510200761002,0.9865951742627346,0.077397801131895,12,,1,,0.5,,,,,,,,,
SVC,0.92,0.9491774539161864,0.9635416666666667,0.011511315395864826,,,,1,,poly,5,2,,,,,,
RandomForestClassifier,0.8851540616246499,0.9452386580189819,0.9735449735449735,0.0236209286095018,6,128,,,,,,,,,,,,
XGB,0.5984848484848485,0.944962548575657,0.9919571045576407,0.11569260156696348,3,,1,,0.1,,,,,,,,,
XGB,0.6222222222222222,0.944471634052848,0.9893048128342246,0.10766836443107866,3,,1,,0.5,,,,,,,,,
XGB,0.5846153846153846,0.9438409078271375,0.9946236559139785,0.11996860785506441,3,,1,,0.01,,,,,,,,,
XGB,0.5846153846153846,0.943032621948903,0.9893048128342246,0.1195930388948177,3,,1,,0,,,,,,,,,
GradientBoostingClassifier,0.6857142857142856,0.9428822421328729,0.9892473118279571,0.08643402095722202,,16,0.5,,,,,,,,,,,
XGB,0.5846153846153846,0.9427702333571026,0.9893048128342246,0.11950580859164536,3,,1,,0.001,,,,,,,,,
RandomForestClassifier,0.8851540616246499,0.9424548895953393,0.976,0.02343490795727323,6,32,,,,,,,,,,,,
AdaBoostClassifier,0.6545454545454547,0.9422467509282187,0.9866666666666666,0.09649279764376407,,128,0.5,,,,,,,,,,,
GradientBoostingClassifier,0.6346863468634687,0.9412076961543226,0.9919571045576407,0.10246062788602789,,16,1,,,,,,,,,,,
RandomForestClassifier,0.8806818181818183,0.9408868502200498,0.9682539682539681,0.021692318398884136,6,16,,,,,,,,,,,,
GradientBoostingClassifier,0.5736434108527132,0.9392557572615722,0.9946236559139785,0.12212621554628683,,32,0.5,,,,,,,,,,,
GradientBoostingClassifier,0.4793388429752066,0.9361745730739159,0.9973045822102425,0.15235458890033093,,128,0.5,,,,,,,,,,,
RandomForestClassifier,0.8628571428571429,0.9360474722298509,0.9631578947368422,0.026932049932208522,6,8,,,,,,,,,,,,
GradientBoostingClassifier,0.5680933852140078,0.9356258585281898,0.989247311827957,0.12287437156803697,,32,1,,,,,,,,,,,
XGB,0.8328267477203647,0.9354332292849218,0.9705093833780161,0.03632050064864133,12,,0.001,,0.5,,,,,,,,,
XGB,0.8292682926829269,0.9350773837811779,0.9705093833780161,0.037327503423215974,12,,0.001,,0.1,,,,,,,,,
XGB,0.8292682926829269,0.9350773837811779,0.9705093833780161,0.037327503423215974,12,,0.001,,0.001,,,,,,,,,
XGB,0.8292682926829269,0.9350773837811779,0.9705093833780161,0.037327503423215974,12,,0.001,,0.01,,,,,,,,,
XGB,0.8292682926829269,0.9350773837811779,0.9705093833780161,0.037327503423215974,12,,0.001,,0,,,,,,,,,
XGB,0.7962382445141065,0.9337814766116821,0.9651474530831101,0.047219457217741595,20,,0.001,,0.1,,,,,,,,,
XGB,0.7962382445141065,0.9337814766116821,0.9651474530831101,0.047219457217741595,20,,0.001,,0,,,,,,,,,
XGB,0.7962382445141065,0.9337814766116821,0.9651474530831101,0.047219457217741595,20,,0.001,,0.001,,,,,,,,,
XGB,0.7899686520376177,0.9331545173640332,0.9651474530831101,0.049047760842389376,20,,0.001,,0.01,,,,,,,,,
GradientBoostingClassifier,0.48559670781893,0.9328134344674384,0.989247311827957,0.1492010808902551,,128,1,,,,,,,,,,,
XGB,0.7848101265822786,0.9323887730118793,0.9651474530831101,0.050489037064323276,20,,0.001,,0.5,,,,,,,,,
AdaBoostClassifier,0.5338645418326694,0.931142773922832,0.9866666666666666,0.13257031326147883,,128,1.0,,,,,,,,,,,
AdaBoostClassifier,0.6804123711340205,0.9279010539447693,0.9787234042553191,0.08342938869442137,,32,1.0,,,,,,,,,,,
SGDClassifier,0.8981723237597912,0.9266018919402544,0.9481865284974094,0.017685941390184846,,,,,,,,,,,0.0001,0.9,hinge,elasticnet
SGDClassifier,0.8987012987012986,0.9250656300311804,0.9506493506493505,0.015842411252860227,,,,,,,,,,,0.0001,0.7,hinge,elasticnet
SGDClassifier,0.8947368421052632,0.9248736286374838,0.9487179487179488,0.018559362841882816,,,,,,,,,,,0.0001,0.95,hinge,elasticnet
SGDClassifier,0.8918205804749341,0.9234906094195697,0.9536082474226805,0.02139160273175362,,,,,,,,,,,0.0001,0.95,hinge,l1
SGDClassifier,0.8825065274151436,0.9225168585436618,0.9424083769633508,0.017662012033686884,,,,,,,,,,,0.0001,0.5,hinge,l1
SGDClassifier,0.8958333333333334,0.9222471182666634,0.9427083333333334,0.017419017993977562,,,,,,,,,,,0.0001,1,hinge,l1
SVC,0.8894348894348895,0.9214186794857934,0.9432989690721649,0.01525030255716261,,,,50,0.0001,rbf,,,,,,,,
SGDClassifier,0.8842105263157894,0.9209684783826683,0.9503916449086162,0.02002886911811957,,,,,,,,,,,0.0001,0.1,hinge,l1
SGDClassifier,0.8929503916449087,0.9209129964976839,0.9445910290237467,0.016597447582008342,,,,,,,,,,,0.0001,0.99,hinge,elasticnet
SGDClassifier,0.8835978835978837,0.9207814371226,0.9476439790575917,0.02105066842025461,,,,,,,,,,,0.0001,0.99,hinge,l1
SGDClassifier,0.9005235602094241,0.9197550696160421,0.9451697127937337,0.01519526784878994,,,,,,,,,,,0.0001,0.5,log,elasticnet
SGDClassifier,0.8823529411764707,0.9196553502486171,0.953125,0.020050370463719085,,,,,,,,,,,0.0001,0.7,log,elasticnet
SGDClassifier,0.8766404199475065,0.9188988443810558,0.9479166666666667,0.02517177335644806,,,,,,,,,,,0.0001,1,hinge,elasticnet
AdaBoostClassifier,0.7963525835866262,0.9187959531324257,0.9551451187335093,0.04343513306243455,,32,0.5,,,,,,,,,,,
SGDClassifier,0.8900255754475703,0.9180676841236683,0.9457364341085271,0.01839995239940435,,,,,,,,,,,0.0001,0.7,hinge,l1
SGDClassifier,0.873994638069705,0.9169251040682136,0.9484536082474228,0.026045426321537977,,,,,,,,,,,0.0001,0.9,hinge,l1
SGDClassifier,0.8806366047745358,0.9163432606681525,0.9375,0.01792283441857369,,,,,,,,,,,0.0001,0.99,log,l1
SGDClassifier,0.8766404199475065,0.916000220473216,0.9457364341085271,0.02070331243047285,,,,,,,,,,,0.0001,0.95,log,elasticnet
SGDClassifier,0.8716577540106952,0.9154184361224633,0.9389920424403183,0.020198475826379864,,,,,,,,,,,0.0001,1,log,elasticnet
SGDClassifier,0.8406593406593408,0.9153058559368036,0.9484536082474228,0.029989353566016792,,,,,,,,,,,0.0001,0.5,hinge,elasticnet
SGDClassifier,0.8835978835978837,0.915192172032692,0.9432989690721649,0.019068194569329202,,,,,,,,,,,0.0001,0.95,log,l1
SGDClassifier,0.870712401055409,0.9147360587737353,0.9460154241645246,0.02281305129358112,,,,,,,,,,,0.0001,0.1,log,l1
SVC,0.8871391076115485,0.914555682632991,0.9430051813471502,0.017069617277337783,,,,1,0.001,rbf,,,,,,,,
SGDClassifier,0.8686327077747988,0.914107246853364,0.9396325459317585,0.022657508303109447,,,,,,,,,,,0.0001,0.9,log,l1
SGDClassifier,0.8958333333333334,0.9135981551055069,0.9427083333333334,0.011880084886525678,,,,,,,,,,,0.0001,0.1,hinge,elasticnet
SGDClassifier,0.8799999999999999,0.9133922472875771,0.9357326478149101,0.018603114066388857,,,,,,,,,,,0.0001,0.99,log,elasticnet
SGDClassifier,0.8899755501222494,0.91277656357588,0.9408740359897172,0.015176731907464772,,,,,,,,,,,0.01,0.1,hinge,elasticnet
SGDClassifier,0.8502673796791443,0.9127439065858439,0.9368421052631578,0.024202747596283467,,,,,,,,,,,0.0001,0.9,log,elasticnet
XGB,0.7988165680473372,0.9127151855384733,0.953125,0.0410037099486976,6,,0.001,,0.1,,,,,,,,,
XGB,0.7988165680473372,0.9127151855384733,0.953125,0.0410037099486976,6,,0.001,,0.5,,,,,,,,,
XGB,0.7988165680473372,0.9127151855384733,0.953125,0.0410037099486976,6,,0.001,,0.01,,,,,,,,,
XGB,0.7988165680473372,0.9127151855384733,0.953125,0.0410037099486976,6,,0.001,,0,,,,,,,,,
XGB,0.7988165680473372,0.9127151855384733,0.953125,0.0410037099486976,6,,0.001,,0.001,,,,,,,,,
SGDClassifier,0.8835978835978837,0.9112258387874288,0.9378238341968913,0.018630830558485804,,,,,,,,,,,0.0001,0.7,log,l1
SGDClassifier,0.8859416445623343,0.9109880779764449,0.9326424870466321,0.016903463905543054,,,,,,,,,,,0.0001,1,log,l1
SGDClassifier,0.8517520215633424,0.9096922048558838,0.9375,0.023086456855696668,,,,,,,,,,,0.0001,0.5,log,l1
GradientBoostingClassifier,0.8722222222222222,0.9093275834532106,0.9558441558441558,0.0201775475593897,,32,0.05,,,,,,,,,,,
SGDClassifier,0.8799999999999999,0.9077421082479237,0.9322916666666666,0.01586383701179676,,,,,,,,,,,0.0001,0.1,log,elasticnet
AdaBoostClassifier,0.7692307692307692,0.9048848882660426,0.9354005167958657,0.046703717051678736,,16,1.0,,,,,,,,,,,
RandomForestClassifier,0.8291316526610644,0.8994562651255356,0.9468085106382979,0.028585717268370545,3,128,,,,,,,,,,,,
RandomForestClassifier,0.8356545961002785,0.8992944021177068,0.9267015706806283,0.024443608150240617,3,32,,,,,,,,,,,,
SGDClassifier,0.8793969849246231,0.8987872174042806,0.9202127659574467,0.013795898109190732,,,,,,,,,,,0.01,0.1,log,elasticnet
SVC,0.8791773778920309,0.8980133936284739,0.922279792746114,0.01292301115421539,,,,10,0.0001,rbf,,,,,,,,
GradientBoostingClassifier,0.8579088471849866,0.8954148283307491,0.9360613810741688,0.01856596665872783,,16,0.05,,,,,,,,,,,
SGDClassifier,0.87,0.8944788580495955,0.9147286821705427,0.016436141594623702,,,,,,,,,,,0.01,0.5,hinge,elasticnet
SGDClassifier,0.865979381443299,0.8944236331529265,0.9234693877551019,0.017283214003991826,,,,,,,,,,,0.01,0.7,hinge,elasticnet
AdaBoostClassifier,0.8370786516853933,0.8926703064529106,0.929503916449086,0.02434279418164783,,128,0.05,,,,,,,,,,,
RandomForestClassifier,0.8146067415730337,0.8915832428157231,0.9386666666666668,0.03129026140760073,3,16,,,,,,,,,,,,
AdaBoostClassifier,0.7880597014925372,0.8894778323451746,0.9319371727748692,0.037565176582372,,16,0.5,,,,,,,,,,,
RandomForestClassifier,0.8034188034188035,0.8890790227676251,0.9246753246753247,0.031609759166385004,3,8,,,,,,,,,,,,
SGDClassifier,0.8635235732009925,0.8859348553285992,0.917098445595855,0.016695905234987415,,,,,,,,,,,0.01,0.9,hinge,elasticnet
SGDClassifier,0.8578811369509045,0.8840417580609026,0.9114583333333333,0.016310377248248138,,,,,,,,,,,0.01,0.95,hinge,elasticnet
SGDClassifier,0.8473684210526315,0.8824009295224883,0.9027027027027027,0.01655061907984334,,,,,,,,,,,0.01,0.5,log,elasticnet
SGDClassifier,0.8443271767810026,0.8818344172568973,0.9139784946236559,0.019135434387794966,,,,,,,,,,,0.01,0.7,log,elasticnet
SGDClassifier,0.854320987654321,0.87709445939331,0.9133858267716536,0.01739156864133434,,,,,,,,,,,0.01,1,hinge,l1
SGDClassifier,0.8483290488431877,0.8757947519533531,0.9182058047493405,0.019751010455574574,,,,,,,,,,,0.01,0.99,hinge,l1
SGDClassifier,0.8497409326424871,0.8756136193325558,0.909560723514212,0.0177120357295543,,,,,,,,,,,0.01,1,hinge,elasticnet
SGDClassifier,0.825136612021858,0.8755375007752242,0.8999999999999999,0.021791106759133046,,,,,,,,,,,0.01,0.7,hinge,l1
SGDClassifier,0.8412698412698412,0.8741840044528792,0.910025706940874,0.023876598057085,,,,,,,,,,,0.01,0.9,hinge,l1
SGDClassifier,0.849462365591398,0.8736194670855829,0.9005235602094241,0.01657232747449411,,,,,,,,,,,0.01,0.1,hinge,l1
SGDClassifier,0.8465909090909091,0.8725603003387311,0.9008042895442359,0.01875829957642329,,,,,,,,,,,0.01,0.99,hinge,elasticnet
GradientBoostingClassifier,0.809651474530831,0.8710950966244189,0.9151670951156812,0.0269837070432918,,128,0.001,,,,,,,,,,,
SGDClassifier,0.8301886792452831,0.8703773035162266,0.9072164948453608,0.021396806297077974,,,,,,,,,,,0.01,0.5,hinge,l1
SGDClassifier,0.8264462809917356,0.8702146267317211,0.9186351706036746,0.027409139857165563,,,,,,,,,,,0.01,0.95,hinge,l1
SGDClassifier,0.8455696202531645,0.8698066193226384,0.8976377952755905,0.018868081356654253,,,,,,,,,,,0.01,0.9,log,elasticnet
kNN,0.8511627906976743,0.8678572710364472,0.889423076923077,0.01216110368984089,,,,,,,,,8,uniform,,,,
kNN,0.8486238532110092,0.8663176751545137,0.889423076923077,0.012727864564661299,,,,,,,,,8,distance,,,,
SGDClassifier,0.8222222222222223,0.8650681545177157,0.9072164948453608,0.025583010022345552,,,,,,,,,,,0.01,1,log,l1
XGB,0.8160000000000002,0.8640610683868634,0.9175257731958762,0.027219934558198412,3,,0.001,,0.001,,,,,,,,,
XGB,0.8160000000000002,0.8640610683868634,0.9175257731958762,0.027219934558198412,3,,0.001,,0.1,,,,,,,,,
XGB,0.8160000000000002,0.8640610683868634,0.9175257731958762,0.027219934558198412,3,,0.001,,0.5,,,,,,,,,
XGB,0.8160000000000002,0.8640610683868634,0.9175257731958762,0.027219934558198412,3,,0.001,,0,,,,,,,,,
XGB,0.8160000000000002,0.8640610683868634,0.9175257731958762,0.027219934558198412,3,,0.001,,0.01,,,,,,,,,
SGDClassifier,0.8235294117647058,0.8635709932592656,0.888888888888889,0.019293209357952805,,,,,,,,,,,0.01,0.95,log,elasticnet
SGDClassifier,0.8194070080862534,0.8551239330009135,0.8958333333333334,0.023442235460677002,,,,,,,,,,,0.01,0.9,log,l1
SGDClassifier,0.7865168539325844,0.8544145002096899,0.903896103896104,0.03860803068005184,,,,,,,,,,,0.01,0.99,log,l1
SGDClassifier,0.8111111111111111,0.8543049922485231,0.8847184986595173,0.023106958533304762,,,,,,,,,,,0.01,0.99,log,elasticnet
SGDClassifier,0.7977839335180056,0.8495534972436566,0.8992248062015504,0.031412988267837796,,,,,,,,,,,0.01,0.7,log,l1
SGDClassifier,0.8212290502793296,0.8495168809756641,0.8958333333333334,0.020910787647208974,,,,,,,,,,,0.01,1,log,elasticnet
GradientBoostingClassifier,0.7780979827089336,0.847708665267132,0.9066666666666667,0.03003991556066866,,32,0.001,,,,,,,,,,,
AdaBoostClassifier,0.8162291169451074,0.8470592622743773,0.8817733990147782,0.016859048275627425,,32,0.05,,,,,,,,,,,
GradientBoostingClassifier,0.7732558139534884,0.8459135238890705,0.8888888888888888,0.028559232628782443,,16,0.001,,,,,,,,,,,
SGDClassifier,0.7749287749287749,0.8440777915973113,0.8911917098445598,0.03231753207548713,,,,,,,,,,,0.01,0.1,log,l1
SGDClassifier,0.7830985915492957,0.840851835610473,0.8793565683646112,0.027901061947875047,,,,,,,,,,,0.01,0.5,log,l1
SVC,0.7979797979797979,0.8403880694838028,0.8695652173913043,0.018251423398161437,,,,1,0.0001,rbf,,,,,,,,
SGDClassifier,0.7955801104972375,0.8386679355809337,0.8876712328767123,0.0277596100403063,,,,,,,,,,,0.01,0.95,log,l1
SGDClassifier,0.802030456852792,0.825302617977159,0.85012285012285,0.016458427008675128,,,,,,,,,,,0.5,0.1,hinge,elasticnet
AdaBoostClassifier,0.8009049773755655,0.8205141324046089,0.8399071925754061,0.01189851633327582,,16,0.05,,,,,,,,,,,
AdaBoostClassifier,0.8009049773755655,0.8205141324046089,0.8399071925754061,0.01189851633327582,,128,0.001,,,,,,,,,,,
AdaBoostClassifier,0.8009049773755655,0.8205141324046089,0.8399071925754061,0.01189851633327582,,32,0.001,,,,,,,,,,,
AdaBoostClassifier,0.8009049773755655,0.8205141324046089,0.8399071925754061,0.01189851633327582,,16,0.001,,,,,,,,,,,
SGDClassifier,0.780952380952381,0.8118201751651887,0.8431372549019608,0.016606229195149605,,,,,,,,,,,1,0.1,hinge,elasticnet
SGDClassifier,0.7786666666666667,0.8085744838638493,0.858611825192802,0.024195402860503864,,,,,,,,,,,0.5,0.1,log,elasticnet
SGDClassifier,0.7860262008733624,0.808114823127956,0.8202764976958525,0.00944101569535509,,,,,,,,,,,0.5,0.5,hinge,elasticnet
SGDClassifier,0.7841409691629956,0.8053528772612708,0.8248847926267281,0.01249741447796285,,,,,,,,,,,0.5,0.7,hinge,elasticnet
